time,WILLR
2021-07-29,-34.3240
2021-07-28,-36.1608
2021-07-27,-24.9107
2021-07-26,-24.6812
2021-07-23,-41.0970
2021-07-22,-48.3291
2021-07-21,-41.5562
2021-07-20,-56.8241
2021-07-19,-70.3505
2021-07-16,-81.7259
2021-07-15,-67.7885
2021-07-14,-73.8462
2021-07-13,-69.4231
2021-07-12,-63.2692
2021-07-09,-57.5000
2021-07-08,-65.0000
2021-07-07,-73.8462
2021-07-06,-83.8462
2021-07-02,-93.0348
2021-07-01,-14.7982
2021-06-30,-29.2829
2021-06-29,-62.6488
2021-06-28,-67.2489
2021-06-25,-52.4406
2021-06-24,-72.7428
2021-06-23,-83.9796
2021-06-22,-66.1224
2021-06-21,-63.1633
2021-06-18,-99.1837
2021-06-17,-95.7672
2021-06-16,-56.9318
2021-06-15,-39.5455
2021-06-14,-30.9131
2021-06-11,-16.6756
2021-06-10,-24.5858
2021-06-09,-4.9813
2021-06-08,-15.7821
2021-06-07,-12.6316
2021-06-04,-2.8825
2021-06-03,-8.8710
2021-06-02,-2.2403
2021-06-01,-33.4012
2021-05-28,-42.2131
2021-05-27,-40.5738
2021-05-26,-49.5902
2021-05-25,-41.1885
2021-05-24,-22.1311
2021-05-21,-48.7936
2021-05-20,-60.3217
2021-05-19,-69.5710
2021-05-18,-61.7403
2021-05-17,-45.1657
2021-05-14,-51.1050
2021-05-13,-44.8017
2021-05-12,-75.3434
2021-05-11,-44.2696
2021-05-10,-23.5182
2021-05-07,-20.0244
2021-05-06,-3.9072
2021-05-05,-42.9792
2021-05-04,-27.1079
2021-05-03,-33.1395
2021-04-30,-42.4505
2021-04-29,-27.8465
2021-04-28,-13.8978
2021-04-27,-19.1983
2021-04-26,-22.0752
2021-04-23,-16.0864
2021-04-22,-24.0947
2021-04-21,-1.3483
2021-04-20,-17.1459
2021-04-19,-48.8806
2021-04-16,-49.1284
2021-04-15,-65.1347
2021-04-14,-64.3423
2021-04-13,-87.3217
2021-04-12,-51.6667
2021-04-09,-27.9167
2021-04-08,-26.7123
2021-04-07,-29.3151
2021-04-06,-39.0411
2021-04-05,-12.4183
2021-04-01,-41.8301
2021-03-31,-41.0560
2021-03-30,-24.5303
2021-03-29,-12.4358
2021-03-26,-1.0941
2021-03-25,-2.5641
2021-03-24,-27.0909
2021-03-23,-15.8273
2021-03-22,-6.5106
2021-03-19,-25.8164
2021-03-18,-8.7017
2021-03-17,-4.2850
2021-03-16,-5.1026
2021-03-15,-1.7009
2021-03-12,-10.4198
2021-03-11,-15.1745
2021-03-10,-3.9009
2021-03-09,-32.9833
2021-03-08,-25.2007
2021-03-05,-25.7191
2021-03-04,-71.0218
2021-03-03,-33.3333
2021-03-02,-67.3367
2021-03-01,-60.4690
2021-02-26,-90.7873
2021-02-25,-31.4908
2021-02-24,-5.4795
2021-02-23,-53.6779
2021-02-22,-50.6958
2021-02-19,-87.8728
2021-02-18,-43.8914
2021-02-17,-50.2476
2021-02-16,-48.7869
2021-02-12,-38.1239
2021-02-11,-36.5172
2021-02-10,-17.0900
2021-02-09,-15.8921
2021-02-08,-17.6912
2021-02-05,-40.8719
2021-02-04,-50.7402
2021-02-03,-88.1720
2021-02-02,-86.0215
2021-02-01,-78.6290
2021-01-29,-88.2392
2021-01-28,-81.7204
2021-01-27,-65.6586
2021-01-26,-65.5242
2021-01-25,-91.8011
2021-01-22,-91.5995
2021-01-21,-10.1988
2021-01-20,-33.1797
2021-01-19,-39.3398
2021-01-15,-39.4796
2021-01-14,-32.9186
2021-01-13,-56.1086
2021-01-12,-30.2036
2021-01-11,-37.3303
2021-01-08,-37.8959
2021-01-07,-32.6923
2021-01-06,-27.3495
2021-01-05,-10.8871
2021-01-04,-54.5082
2020-12-31,-14.7541
2020-12-30,-46.3115
2020-12-29,-57.3770
2020-12-28,-36.4754
2020-12-24,-38.7982
2020-12-23,-58.1574
2020-12-22,-68.3417
2020-12-21,-72.0268
2020-12-18,-43.2941
2020-12-17,-50.3529
2020-12-16,-48.6364
2020-12-15,-33.3333
2020-12-14,-78.7879
2020-12-11,-64.7727
2020-12-10,-51.7045
2020-12-09,-16.1290
2020-12-08,-25.3992
2020-12-07,-26.5084
2020-12-04,-1.6838
2020-12-03,-22.3340
2020-12-02,-12.1730
2020-12-01,-26.8612
2020-11-30,-19.0279
2020-11-27,-9.3468
2020-11-25,-4.7111
2020-11-24,-2.7556
2020-11-23,-6.0412
2020-11-20,-44.7284
2020-11-19,-32.2925
2020-11-18,-35.7734
2020-11-17,-20.1451
2020-11-16,-13.6276
2020-11-13,-28.5389
2020-11-12,-38.8462
2020-11-11,-17.3114
2020-11-10,-11.9658
2020-11-09,-27.5278
2020-11-06,-16.5468
2020-11-05,-17.2897
2020-11-04,-44.1121
2020-11-03,-29.9909
2020-11-02,-50.8784
2020-10-30,-73.2151
2020-10-29,-86.0476
2020-10-28,-96.5936
2020-10-27,-96.9400
2020-10-26,-97.5500
2020-10-23,-80.2227
2020-10-22,-85.3838
2020-10-21,-98.6963
2020-10-20,-97.1597
2020-10-19,-71.7469
2020-10-16,-66.2284
2020-10-15,-63.6091
2020-10-14,-57.3141
2020-10-13,-62.3501
2020-10-12,-49.7002
2020-10-09,-46.2230
2020-10-08,-21.6056
2020-10-07,-9.1018
2020-10-06,-34.2515
2020-10-05,-18.9150
2020-10-02,-40.0293
2020-10-01,-45.3791
2020-09-30,-42.7784
2020-09-29,-52.2484
2020-09-28,-43.7901
2020-09-25,-73.5546
2020-09-24,-82.7623
2020-09-23,-94.5873
2020-09-22,-73.3425
2020-09-21,-76.9337
2020-09-18,-54.8387
2020-09-17,-51.8023
2020-09-16,-59.0113
2020-09-15,-77.3429
2020-09-14,-80.9475
2020-09-11,-87.4356
2020-09-10,-96.7044
2020-09-09,-83.2251
2020-09-08,-94.5887
2020-09-04,-87.8301
2020-09-03,-70.5128
2020-09-02,-7.9389
2020-09-01,-73.2334
2020-08-31,-77.8271
2020-08-28,-38.8027
2020-08-27,-48.1153
2020-08-26,-58.7583
2020-08-25,-57.4818
2020-08-24,-58.7010
2020-08-21,-89.5833
2020-08-20,-95.5614
2020-08-19,-91.3223
2020-08-18,-74.3519
2020-08-17,-73.1412
2020-08-14,-52.5633
2020-08-13,-49.7295
2020-08-12,-34.4633
2020-08-11,-34.0062
2020-08-10,-1.6863
2020-08-07,-2.8269
2020-08-06,-23.2752
2020-08-05,-47.3430
2020-08-04,-43.3174
2020-08-03,-70.9386
2020-07-31,-83.3032
2020-07-30,-88.0342
2020-07-29,-68.4316
2020-07-28,-76.8463
2020-07-27,-41.8246
2020-07-24,-44.7719
2020-07-23,-28.6730
2020-07-22,-20.6246
2020-07-21,-36.0047
2020-07-20,-5.8972
2020-07-17,-4.9856
2020-07-16,-5.0647
2020-07-15,-10.9589
2020-07-14,-18.7970
2020-07-13,-39.8496
2020-07-10,-52.6316
2020-07-09,-92.3308
2020-07-08,-69.3467
2020-07-07,-75.7835
2020-07-06,-38.6040
2020-07-02,-65.0823
2020-07-01,-75.6856
2020-06-30,-55.3016
2020-06-29,-66.6954
2020-06-26,-88.7263
2020-06-25,-72.8916
2020-06-24,-95.3528
2020-06-23,-89.0896
2020-06-22,-79.5051
2020-06-19,-74.3348
2020-06-18,-64.9667
2020-06-17,-65.0222
2020-06-16,-59.4789
2020-06-15,-78.8803
2020-06-12,-77.4390
2020-06-11,-99.0576
2020-06-10,-44.0616
2020-06-09,-29.3988
2020-06-08,-0.8742
2020-06-05,-13.0409
2020-06-04,-5.9117
2020-06-03,-4.5795
2020-06-02,-10.3412
2020-06-01,-22.1748
2020-05-29,-17.6621
2020-05-28,-16.0950
2020-05-27,-2.0685
2020-05-26,-20.4636
2020-05-22,-47.4021
2020-05-21,-41.5667
2020-05-20,-23.5012
2020-05-19,-32.2142
2020-05-18,-22.0624
2020-05-15,-58.6731
2020-05-14,-58.9129
2020-05-13,-91.7998
2020-05-12,-74.9299
2020-05-11,-51.1262
2020-05-08,-47.0397
2020-05-07,-65.0202
2020-05-06,-60.2552
2020-05-05,-57.2279
2020-05-04,-44.2319
2020-05-01,-43.1304
2020-04-30,-21.7391
2020-04-29,-3.5942
2020-04-28,-11.9579
2020-04-27,-7.1668
2020-04-24,-3.5061
2020-04-23,-29.1921
2020-04-22,-44.7409
2020-04-21,-64.1768
2020-04-20,-31.6944
2020-04-17,-24.9753
2020-04-16,-46.6436
2020-04-15,-31.4134
2020-04-14,-6.1471
2020-04-13,-9.6196
2020-04-09,-7.7174
2020-04-08,-4.3394
2020-04-07,-27.6583
2020-04-06,-4.9481
2020-04-03,-32.1290
2020-04-02,-16.3871
2020-04-01,-37.2903
2020-03-31,-12.3871
2020-03-30,-2.3144
2020-03-27,-22.6649
2020-03-26,-1.1510
2020-03-25,-30.2464
2020-03-24,-53.4041
2020-03-23,-87.7331
2020-03-20,-97.7461
2020-03-19,-83.9784
2020-03-18,-77.0716
2020-03-17,-70.3411
2020-03-16,-90.0730
2020-03-13,-79.7676
2020-03-12,-98.4329
2020-03-11,-90.3620
2020-03-10,-68.1625
2020-03-09,-98.2209
2020-03-06,-86.3578
2020-03-05,-87.0746
2020-03-04,-68.8836
2020-03-03,-90.0509
2020-03-02,-68.8993
2020-02-28,-86.5603
2020-02-27,-99.5417
2020-02-26,-99.0625
2020-02-25,-96.8619
2020-02-24,-89.7260
2020-02-21,-85.2071
2020-02-20,-77.4440
2020-02-19,-73.2201
2020-02-18,-51.0058
2020-02-14,-43.4924
2020-02-13,-15.6486
2020-02-12,-7.5691
2020-02-11,-15.3459
2020-02-10,-11.3088
2020-02-07,-15.6434
2020-02-06,-8.3684
2020-02-05,-4.9399
2020-02-04,-1.8737
2020-02-03,-8.2047
2020-01-31,-19.0388
2020-01-30,-83.3641
2020-01-29,-80.3571
2020-01-28,-60.9375
2020-01-27,-66.8843
2020-01-24,-48.7873
2020-01-23,-27.2388
2020-01-22,-16.0067
2020-01-21,-3.0252
2020-01-17,-0.3899
2020-01-16,-4.2084
2020-01-15,-29.6296
2020-01-14,-37.4771
2020-01-13,-23.2176
2020-01-10,-21.5722
2020-01-09,-1.1390
2020-01-08,-17.3295
2020-01-07,-52.2667
2020-01-06,-57.7114
2020-01-03,-51.7413
2020-01-02,-24.8756
2019-12-31,-59.2040
2019-12-30,-92.0918
2019-12-27,-38.8514
2019-12-26,-51.0135
2019-12-24,-48.6486
2019-12-23,-29.3919
2019-12-20,-26.2658
2019-12-19,-37.1622
2019-12-18,-31.0174
2019-12-17,-35.7320
2019-12-16,-30.7847
2019-12-13,-29.1751
2019-12-12,-6.8410
2019-12-11,-38.8446
2019-12-10,-41.0256
2019-12-09,-40.8425
2019-12-06,-53.6630
2019-12-05,-77.6557
2019-12-04,-76.1905
2019-12-03,-73.8095
2019-12-02,-88.2834
2019-11-29,-50.0000
2019-11-27,-70.0000
2019-11-26,-31.1765
2019-11-25,-17.6471
2019-11-22,-64.2697
2019-11-21,-77.5720
2019-11-20,-92.9577
2019-11-19,-78.1726
2019-11-18,-81.7259
2019-11-15,-81.5835
2019-11-14,-77.7692
2019-11-13,-62.4724
2019-11-12,-47.4032
2019-11-11,-49.0055
2019-11-08,-20.4301
2019-11-07,-19.3619
2019-11-06,-0.0000
2019-11-05,-14.3564
2019-11-04,-1.1419
2019-11-01,-19.1972
2019-10-31,-50.6108
2019-10-30,-24.0838
2019-10-29,-75.7676
2019-10-28,-60.4524
2019-10-25,-64.5866
2019-10-24,-76.6912
2019-10-23,-74.4118
2019-10-22,-77.5000
2019-10-21,-87.6471
2019-10-18,-84.9796
2019-10-17,-88.3520
2019-10-16,-38.2400
2019-10-15,-24.0000
2019-10-14,-58.3516
2019-10-11,-50.4396
2019-10-10,-68.3516
2019-10-09,-84.3956
2019-10-08,-98.5714
2019-10-07,-74.2962
2019-10-04,-53.3660
2019-10-03,-65.2387
2019-10-02,-83.3579
2019-10-01,-53.9474
2019-09-30,-18.9769
2019-09-27,-40.3930
2019-09-26,-32.7434
2019-09-25,-41.3717
2019-09-24,-74.6204
2019-09-23,-68.4848
2019-09-20,-71.6000
2019-09-19,-49.8000
2019-09-18,-43.7247
2019-09-17,-31.6198
2019-09-16,-24.5672
2019-09-13,-14.7568
2019-09-12,-15.1690
2019-09-11,-12.0623
2019-09-10,-2.6589
2019-09-09,-3.0303
2019-09-06,-8.7801
2019-09-05,-5.6721
2019-09-04,-1.4474
2019-09-03,-27.2099
2019-08-30,-10.6667
2019-08-29,-19.3333
2019-08-28,-47.6000
2019-08-27,-68.8000
2019-08-26,-85.0129
2019-08-23,-90.4393
2019-08-22,-55.0773
2019-08-21,-60.6686
2019-08-20,-72.9597
2019-08-19,-54.7747
2019-08-16,-73.3917
2019-08-15,-92.0293
2019-08-14,-98.6648
2019-08-13,-83.7970
2019-08-12,-94.7840
2019-08-09,-92.1760
2019-08-08,-67.8960
2019-08-07,-83.6759
2019-08-06,-88.5507
2019-08-05,-88.3333
2019-08-02,-77.4457
2019-08-01,-38.8802
2019-07-31,-37.9877
2019-07-30,-21.7217
2019-07-29,-10.6106
2019-07-26,-5.8058
2019-07-25,-15.0778
2019-07-24,-16.4089
2019-07-23,-12.8395
2019-07-22,-17.1741
2019-07-19,-15.2610
2019-07-18,-6.0823
2019-07-17,-19.7556
2019-07-16,-10.3870
2019-07-15,-4.3379
2019-07-12,-3.5433
2019-07-11,-16.4619
2019-07-10,-35.3808
2019-07-09,-62.5628
2019-07-08,-31.4070
2019-07-05,-11.0553
2019-07-03,-7.0352
2019-07-02,-24.1905
2019-07-01,-25.5962
2019-06-28,-41.2844
2019-06-27,-28.4965
2019-06-26,-28.4965
2019-06-25,-31.1847
2019-06-24,-13.9373
2019-06-21,-6.0391
2019-06-20,-9.4134
2019-06-19,-17.1582
2019-06-18,-12.0536
2019-06-17,-20.4885
2019-06-14,-13.9362
2019-06-13,-7.2841
2019-06-12,-16.5453
2019-06-11,-5.3070
2019-06-10,-7.1765
2019-06-07,-17.9161
2019-06-06,-35.1449
2019-06-05,-53.1313
2019-06-04,-42.8012
2019-06-03,-86.0921
2019-05-31,-98.6288
2019-05-30,-85.6979
2019-05-29,-84.3249
2019-05-28,-97.2018
2019-05-24,-72.2054
2019-05-23,-70.5438
2019-05-22,-11.6393
2019-05-21,-10.0000
2019-05-20,-39.7087
2019-05-17,-58.3430
2019-05-16,-41.2342
2019-05-15,-60.2262
2019-05-14,-74.3803
2019-05-13,-94.9851
2019-05-10,-62.3994
2019-05-09,-67.4768
2019-05-08,-67.7936
2019-05-07,-74.1993
2019-05-06,-34.8780
2019-05-03,-38.0488
2019-05-02,-54.1463
2019-05-01,-24.8252
2019-04-30,-56.0789
2019-04-29,-69.4414
2019-04-26,-65.1698
2019-04-25,-74.0416
2019-04-24,-59.5838
2019-04-23,-54.2169
2019-04-22,-71.1939
2019-04-18,-55.4217
2019-04-17,-68.7842
2019-04-16,-7.0423
2019-04-15,-21.3740
2019-04-12,-3.0717
2019-04-11,-10.8108
2019-04-10,-23.4375
2019-04-09,-36.2543
2019-04-08,-14.2612
2019-04-05,-16.0136
2019-04-04,-24.5315
2019-04-03,-10.0511
2019-04-02,-16.9643
2019-04-01,-2.1739
2019-03-29,-27.0557
2019-03-28,-58.3554
2019-03-27,-70.9360
2019-03-26,-44.4965
2019-03-25,-68.8525
2019-03-22,-42.5159
2019-03-21,-7.9625
2019-03-20,-25.8621
2019-03-19,-14.9015
2019-03-18,-2.3564
2019-03-15,-13.3333
2019-03-14,-19.8462
2019-03-13,-23.3846
2019-03-12,-27.6923
2019-03-11,-40.2315
2019-03-08,-78.1476
2019-03-07,-87.5427
2019-03-06,-93.1034
2019-03-05,-78.6145
2019-03-04,-62.0482
2019-03-01,-39.4495
2019-02-28,-55.1402
2019-02-27,-30.8411
2019-02-26,-13.6767
2019-02-25,-15.3963
2019-02-22,-1.8081
2019-02-21,-19.6629
2019-02-20,-17.4157
2019-02-19,-0.0000
2019-02-15,-2.3706
2019-02-14,-22.2244
2019-02-13,-6.1734
2019-02-12,-3.1517
2019-02-11,-31.2721
2019-02-08,-33.5103
2019-02-07,-44.7867
2019-02-06,-6.3218
2019-02-05,-4.9002
2019-02-04,-1.5862
2019-02-01,-9.4448
2019-01-31,-6.6622
2019-01-30,-6.9314
2019-01-29,-7.2678
2019-01-28,-4.7900
2019-01-25,-6.7585
2019-01-24,-16.2073
2019-01-23,-13.8451
2019-01-22,-38.3275
2019-01-18,-11.1801
2019-01-17,-2.7604
2019-01-16,-4.0816
2019-01-15,-1.9531
2019-01-14,-14.4543
2019-01-11,-3.9331
2019-01-10,-0.5650
2019-01-09,-4.5925
2019-01-08,-5.0581
2019-01-07,-5.2754
2019-01-04,-1.4719
2019-01-03,-51.3608
2019-01-02,-35.3105
2018-12-31,-46.0572
2018-12-28,-53.2630
2018-12-27,-50.5363
2018-12-26,-67.8276
2018-12-24,-99.5708
2018-12-21,-96.2603
2018-12-20,-89.3117
2018-12-19,-84.8552
2018-12-18,-83.9594
2018-12-17,-91.0590
2018-12-14,-82.8996
2018-12-13,-72.6146
2018-12-12,-67.2862
2018-12-11,-69.3431
2018-12-10,-64.0094
2018-12-07,-74.8967
2018-12-06,-27.6860
2018-12-04,-50.4550
2018-12-03,-12.9424
2018-11-30,-5.2566
2018-11-29,-25.5452
2018-11-28,-1.4085
2018-11-27,-40.0000
2018-11-26,-58.3697
2018-11-23,-93.7738
2018-11-21,-76.2389
2018-11-20,-93.6468
2018-11-19,-73.8084
2018-11-16,-29.9176
2018-11-15,-27.2905
2018-11-14,-38.1021
2018-11-13,-31.3089
2018-11-12,-30.8053
2018-11-09,-8.6456
2018-11-08,-8.6856
2018-11-07,-21.5328
2018-11-06,-48.6932
2018-11-05,-66.4795
2018-11-02,-91.1286
2018-11-01,-84.6154
2018-10-31,-93.0606
2018-10-30,-98.8636
2018-10-29,-95.0645
2018-10-26,-95.0322
2018-10-25,-93.5500
2018-10-24,-98.8618
2018-10-23,-83.5276
2018-10-22,-89.9020
2018-10-19,-94.5997
2018-10-18,-97.6552
2018-10-17,-96.7492
2018-10-16,-59.3068
2018-10-15,-84.9166
2018-10-12,-86.7137
2018-10-11,-98.4596
2018-10-10,-98.3980
2018-10-09,-95.8277
2018-10-08,-83.1476
2018-10-05,-82.1263
2018-10-04,-50.8333
2018-10-03,-19.0000
2018-10-02,-1.6043
2018-10-01,-7.0588
2018-09-28,-36.3946
2018-09-27,-31.4626
2018-09-26,-27.9294
2018-09-25,-56.1644
2018-09-24,-34.9660
2018-09-21,-17.0068
2018-09-20,-3.6741
2018-09-19,-18.5950
2018-09-18,-17.4118
2018-09-17,-30.2895
2018-09-14,-21.6036
2018-09-13,-1.1933
2018-09-12,-44.4795
2018-09-11,-46.1538
2018-09-10,-73.0769
2018-09-07,-79.4872
2018-09-06,-48.4277
2018-09-05,-39.9371
2018-09-04,-70.7547
2018-08-31,-45.5975
2018-08-30,-61.7284
2018-08-29,-10.9551
2018-08-28,-18.3274
2018-08-27,-16.5480
2018-08-24,-21.7054
2018-08-23,-34.6899
2018-08-22,-37.2093
2018-08-21,-23.0620
2018-08-20,-12.5969
2018-08-17,-7.5171
2018-08-16,-20.4028
2018-08-15,-43.8162
2018-08-14,-53.7619
2018-08-13,-65.5159
2018-08-10,-33.5089
2018-08-09,-28.2648
2018-08-08,-34.2939
2018-08-07,-32.5648
2018-08-06,-46.6859
2018-08-03,-22.6225
2018-08-02,-90.9222
2018-08-01,-97.7778
2018-07-31,-71.9231
2018-07-30,-64.7436
2018-07-27,-69.1026
2018-07-26,-49.1026
2018-07-25,-50.2564
2018-07-24,-53.3333
2018-07-23,-62.0513
2018-07-20,-51.9207
2018-07-19,-13.8741
2018-07-18,-34.8936
2018-07-17,-45.8607
2018-07-16,-17.3121
2018-07-13,-12.3007
2018-07-12,-4.2793
2018-07-11,-14.3021
2018-07-10,-10.8108
2018-07-09,-4.5392
2018-07-06,-8.3789
2018-07-05,-30.0527
2018-07-03,-70.0141
2018-07-02,-65.9123
2018-06-29,-68.1754
2018-06-28,-67.7057
2018-06-27,-99.6852
2018-06-26,-91.2949
2018-06-25,-94.4805
2018-06-22,-92.5816
2018-06-21,-93.7220
2018-06-20,-95.6947
2018-06-19,-79.2123
2018-06-18,-67.8571
2018-06-15,-39.8876
2018-06-14,-39.3220
2018-06-13,-18.0835
2018-06-12,-10.0464
2018-06-11,-11.5278
2018-06-08,-8.6287
2018-06-07,-20.6471
2018-06-06,-0.2217
2018-06-05,-41.7362
2018-06-04,-52.7546
2018-06-01,-70.9516
2018-05-31,-81.6361
2018-05-30,-59.7663
2018-05-29,-83.1386
2018-05-25,-78.0488
2018-05-24,-64.9390
2018-05-23,-46.6463
2018-05-22,-22.5610
2018-05-21,-9.9513
2018-05-18,-23.7336
2018-05-17,-10.7184
2018-05-16,-7.2664
2018-05-15,-20.4645
2018-05-14,-12.1600
2018-05-11,-22.1010
2018-05-10,-20.7494
2018-05-09,-42.7807
2018-05-08,-58.5561
2018-05-07,-55.6150
2018-05-04,-46.3904
2018-05-03,-74.1016
2018-05-02,-94.6779
2018-05-01,-83.2969
2018-04-30,-95.2487
2018-04-27,-86.7524
2018-04-26,-85.4108
2018-04-25,-89.7708
2018-04-24,-93.0390
2018-04-23,-91.3413
2018-04-20,-97.7702
2018-04-19,-92.9779
2018-04-18,-96.1426
2018-04-17,-7.4914
2018-04-16,-11.2999
2018-04-13,-21.3254
2018-04-12,-7.8925
2018-04-11,-13.5519
2018-04-10,-13.2240
2018-04-09,-29.8527
2018-04-06,-58.2329
2018-04-05,-15.6410
2018-04-04,-37.9535
2018-04-03,-84.3434
2018-04-02,-85.6894
2018-03-29,-63.6161
2018-03-28,-70.3869
2018-03-27,-74.9256
2018-03-26,-64.4068
2018-03-23,-97.4208
2018-03-22,-99.1098
2018-03-21,-76.9886
2018-03-20,-80.0813
2018-03-19,-64.4986
2018-03-16,-22.1292
2018-03-15,-24.4379
2018-03-14,-39.0029
2018-03-13,-27.2727
2018-03-12,-8.3151
2018-03-09,-5.9494
2018-03-08,-45.1899
2018-03-07,-18.4810
2018-03-06,-51.3924
2018-03-05,-35.8228
2018-03-02,-66.9620
2018-03-01,-85.4077
2018-02-28,-40.3885
2018-02-27,-31.8540
2018-02-26,-3.2468
2018-02-23,-16.9529
2018-02-22,-34.4287
2018-02-21,-28.6034
2018-02-20,-19.6415
2018-02-16,-12.0239
2018-02-15,-27.3017
2018-02-14,-42.6949
2018-02-13,-66.4554
2018-02-12,-66.1707
2018-02-09,-77.0809
2018-02-08,-99.5311
2018-02-07,-75.4149
2018-02-06,-68.2305
2018-02-05,-86.4850
2018-02-02,-98.3756
2018-02-01,-83.0486
2018-01-31,-74.1517
2018-01-30,-74.9501
2018-01-29,-43.2136
2018-01-26,-37.8244
2018-01-25,-56.4870
2018-01-24,-57.4850
2018-01-23,-48.7026
2018-01-22,-85.1297
2018-01-19,-87.3380
2018-01-18,-17.0918
2018-01-17,-3.7500
2018-01-16,-12.2553
2018-01-12,-15.6250
2018-01-11,-6.3032
2018-01-10,-2.9362
2018-01-09,-5.8188
2018-01-08,-3.5455
2018-01-05,-3.5933
2018-01-04,-5.7248
2018-01-03,-15.8654
2018-01-02,-16.8675
2017-12-29,-40.2477
2017-12-28,-29.5580
2017-12-27,-68.7023
2017-12-26,-78.9308
2017-12-22,-84.1195
2017-12-21,-99.8428
2017-12-20,-84.1924
2017-12-19,-79.3814
2017-12-18,-77.6632
2017-12-15,-91.9244
2017-12-14,-77.9352
2017-12-13,-79.7571
2017-12-12,-19.5423
2017-12-11,-27.2549
2017-12-08,-38.4170
2017-12-07,-59.0494
2017-12-06,-49.3601
2017-12-05,-25.8929
2017-12-04,-4.9275
2017-12-01,-4.2003
2017-11-30,-6.3676
2017-11-29,-0.8109
2017-11-28,-6.8463
2017-11-27,-8.1223
2017-11-24,-9.7772
2017-11-22,-10.8992
2017-11-21,-8.0141
2017-11-20,-25.0915
2017-11-17,-50.6352
2017-11-16,-49.3426
2017-11-15,-86.8343
2017-11-14,-76.1879
2017-11-13,-91.2394
2017-11-10,-92.0726
2017-11-09,-67.3118
2017-11-08,-73.3471
2017-11-07,-82.4302
2017-11-06,-94.0552
2017-11-03,-99.1833
2017-11-02,-93.4694
2017-11-01,-86.5306
2017-10-31,-86.2245
2017-10-30,-49.9081
2017-10-27,-54.0723
2017-10-26,-54.5622
2017-10-25,-55.2051
2017-10-24,-40.6001
2017-10-23,-18.1261
2017-10-20,-2.5153
2017-10-19,-2.1927
2017-10-18,-11.2957
2017-10-17,-84.8592
2017-10-16,-74.6479
2017-10-13,-49.4652
2017-10-12,-47.6427
2017-10-11,-28.0591
2017-10-10,-9.4937
2017-10-09,-11.1732
2017-10-06,-31.8318
2017-10-05,-24.6246
2017-10-04,-29.2835
2017-10-03,-19.9377
2017-10-02,-23.6760
2017-09-29,-72.8972
2017-09-28,-52.6946
2017-09-27,-52.6946
2017-09-26,-25.7485
2017-09-25,-22.1739
2017-09-22,-37.0920
2017-09-21,-23.6287
2017-09-20,-10.5485
2017-09-19,-41.9831
2017-09-18,-38.6076
2017-09-15,-32.9114
2017-09-14,-17.7215
2017-09-13,-8.0338
2017-09-12,-12.8964
2017-09-11,-7.7364
2017-09-08,-73.0000
2017-09-07,-63.5036
2017-09-06,-19.0722
2017-09-05,-36.3636
2017-09-01,-8.8398
2017-08-31,-28.1768
2017-08-30,-36.8324
2017-08-29,-26.1510
2017-08-28,-37.7532
2017-08-25,-8.8933
2017-08-24,-16.2637
2017-08-23,-28.5036
2017-08-22,-55.3444
2017-08-21,-71.4964
2017-08-18,-96.9959
2017-08-17,-96.3541
2017-08-16,-41.6663
2017-08-15,-54.7306
2017-08-14,-61.8048
2017-08-11,-78.0293
2017-08-10,-78.0293
2017-08-09,-80.3954
2017-08-08,-76.8194
2017-08-07,-84.8101
2017-08-04,-60.5195
2017-08-03,-69.2671
2017-08-02,-84.3931
2017-08-01,-74.8865
2017-07-31,-90.3286
2017-07-28,-93.8967
2017-07-27,-86.9704
2017-07-26,-91.2272
2017-07-25,-95.5757
2017-07-24,-97.8446
2017-07-21,-92.9673
2017-07-20,-87.9823
2017-07-19,-89.6268
2017-07-18,-48.5861
2017-07-17,-75.8491
2017-07-14,-44.9057
2017-07-13,-60.2516
2017-07-12,-58.4906
2017-07-11,-71.3208
2017-07-10,-67.0528
2017-07-07,-79.4080
2017-07-06,-96.5744
2017-07-05,-81.6291
2017-07-03,-15.4246
2017-06-30,-74.6324
2017-06-29,-59.8119
2017-06-28,-18.6696
2017-06-27,-38.0137
2017-06-26,-21.5753
2017-06-23,-72.5352
2017-06-22,-52.6316
2017-06-21,-54.2994
2017-06-20,-35.1563
2017-06-19,-36.8750
2017-06-16,-28.4375
2017-06-15,-46.5625
2017-06-14,-52.9688
2017-06-13,-46.0937
2017-06-12,-31.5625
2017-06-09,-4.7619
2017-06-08,-61.7647
2017-06-07,-94.7059
2017-06-06,-54.4000
2017-06-05,-52.8000
2017-06-02,-59.1549
2017-06-01,-29.2818
2017-05-31,-37.4690
2017-05-30,-59.8015
2017-05-26,-40.9429
2017-05-25,-22.7053
2017-05-24,-37.4713
2017-05-23,-48.5057
2017-05-22,-34.4828
2017-05-19,-49.6552
2017-05-18,-77.8913
2017-05-17,-85.3944
2017-05-16,-52.0478
2017-05-15,-78.9005
2017-05-12,-93.6073
2017-05-11,-90.6938
2017-05-10,-98.4812
2017-05-09,-92.5805
2017-05-08,-83.0752
2017-05-05,-77.3230
2017-05-04,-81.6000
2017-05-03,-97.1649
2017-05-02,-88.5000
2017-05-01,-98.9222
2017-04-28,-94.2928
2017-04-27,-94.0447
2017-04-26,-96.1952
2017-04-25,-93.4657
2017-04-24,-91.1265
2017-04-21,-94.1485
